internship_title,internship_company,required_skills,internship_location,required_education,Stipend,mode,duration
Cloud Architect,ADOBE SYSTEMS INDIA PRIVATE LIMITED,"Python, React, SQL, Machine Learning",Chennai,BCA,"8,579.00",in-person,2 months
Marketing Executive,PIRAMAL ENTERPRISES LIMITED,"Brand Management, Supply Chain, Consumer Insights, Product Development",Bangalore,BBA,"6,683.00",hybrid,11 months
Loan Officer,AXIS BANK LIMITED,"Taxation, Risk Management, Investment Banking, Wealth Management",Remote,PhD,"7,223.00",in-person,2 months
IT Support,TECH MAHINDRA LIMITED,"SQL, Machine Learning, Python",Jaipur,B.Com,"2,667.00",hybrid,11 months
Project Engineer,RUNGTA SONS PVT LTD,"Project Management, Safety Management, Quality Control, Civil Engineering",Jaipur,BA,"4,064.00",in-person,5 months
Product Manager,ABBOTT INDIA LIMITED,"Product Development, Distribution, Retail Management, Marketing",Chennai,PhD,"9,759.00",in-person,2 months
Risk Analyst,AXIS BANK LIMITED,"Financial Analysis, Investment Banking, Taxation",Delhi,B.Com,"2,054.00",in-person,4 months
IT Support,MUSIGMA BUSINESS SOLUTIONS PRIVATE LIMITED,"SQL, DevOps",Remote,M.Sc,"9,124.00",hybrid,7 months
Consumer Insights Analyst,PROCTER & GAMBLE HYGIENE AND HEALTH CARE LIMITED,"Marketing, Consumer Insights, Supply Chain",Pune,Diploma,"4,580.00",online,12 months
IT Support,KIRAN GEMS PRIVATE LIMITED,"DevOps, Data Analysis, Cloud Computing, Java",Jaipur,BA,"7,920.00",online,5 months
Marketing Executive,SUN PHARMACEUTICAL INDUSTRIES LIMITED,"Brand Management, Supply Chain, Marketing, Product Development",Jaipur,BA,"3,275.00",online,3 months
Distribution Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Consumer Insights, Sales, Marketing, Distribution",Delhi,M.Sc,"7,174.00",online,2 months
Sales Executive,GRANULES INDIA LIMITED,"Supply Chain, Distribution, Brand Management, Product Development",Jaipur,BBA,"8,225.00",online,2 months
Ore Processing Technician,THRIVENI EARTHMOVERS PRIVATE LIMITED,"Mining Engineering, Safety Management",Bangalore,B.Com,"6,339.00",hybrid,10 months
Web Developer,ATRIA CONVERGENCE TECHNOLOGIES LIMITED,"Cybersecurity, SQL",Delhi,B.Sc,"5,566.00",hybrid,10 months
DevOps Engineer,RELIANCE INDUSTRIES LIMITED,"Cloud Computing, Python, React, Machine Learning",Jaipur,B.Com,"4,969.00",in-person,8 months
Reservoir Engineer,HPCL-MITTAL ENERGY LIMITED,"Geology, Pipeline Maintenance, Reservoir Engineering",Chennai,MBA,"1,579.00",hybrid,2 months
QA Engineer,WIPRO ENTERPRISES PRIVATE LIMITED,"Machine Learning, Data Analysis",Remote,B.Sc,"6,549.00",online,4 months
Electronics Engineer,HP INDIA SALES PRIVATE LIMITED,"Manufacturing, Embedded Systems, R&D",Hyderabad,PhD,"8,499.00",online,9 months
Project Engineer,TATA POWER DELHI DISTRIBUTION LIMITED,"Grid Management, Maintenance, Energy Efficiency",Ahmedabad,MBA,"6,154.00",online,5 months
Mineral Processing Engineer,KIOCL LIMITED,"Ore Processing, Environmental Compliance, Exploration, Surveying",Chennai,B.Sc,"7,926.00",in-person,7 months
Product Manager,ADANI WILMAR LIMITED,"Supply Chain, Marketing, Distribution, Brand Management",Kolkata,B.Tech,"5,240.00",online,9 months
Design Engineer,TATA POWER DELHI DISTRIBUTION LIMITED,"Transmission, Power Plant Operations, Thermal Power, Electrical Engineering",Jaipur,M.Sc,"6,304.00",hybrid,9 months
Cloud Architect,KARNAVATI AVIATION PRIVATE LIMITED,"SQL, Java, DevOps",Ahmedabad,BA,"5,480.00",online,2 months
Treasury Analyst,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,"Investment Banking, Taxation, Accounting, Loan Processing",Delhi,Diploma,"1,579.00",online,4 months
Risk Analyst,THE KARNATAKA BANK LIMITED,"Financial Analysis, Risk Management, Wealth Management, Financial Modeling",Mumbai,M.Sc,"3,695.00",in-person,9 months
Site Engineer,GUJARAT ALKALIES AND CHEMICALS LIMITED,"Construction Management, Civil Engineering, Surveying",Lucknow,PhD,"5,276.00",hybrid,3 months
Construction Manager,AARTI INDUSTRIES LTD,"Safety Management, Estimation, Project Management, Civil Engineering",Ahmedabad,M.Sc,"3,554.00",hybrid,10 months
Structural Engineer,TRIDENT LIMITED,"Safety Management, Surveying, Quality Control, Estimation",Lucknow,Diploma,"2,848.00",online,7 months
Electronics Engineer,HP INDIA SALES PRIVATE LIMITED,"Manufacturing, Embedded Systems, R&D",Hyderabad,PhD,"2,341.00",hybrid,4 months
DevOps Engineer,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Java, React, Machine Learning, Cloud Computing",Lucknow,BA,"9,293.00",hybrid,3 months
Transportation Specialist,ADANI HARBOUR SERVICES LIMITED,"Supply Chain Management, Warehouse Operations, Transportation",Mumbai,M.Sc,"6,701.00",hybrid,9 months
Loan Officer,IDFC FIRST BANK LIMITED,"Taxation, Wealth Management",Hyderabad,B.Tech,"5,124.00",in-person,5 months
Supply Chain Analyst,RELIANCE RETAIL VENTURES LIMITED,"Supply Chain, Consumer Insights, Sales, Retail Management",Jaipur,M.Sc,"5,929.00",online,9 months
Product Manager,RSPL LIMITED,"Sales, Consumer Insights, Marketing",Pune,BA,"7,465.00",in-person,2 months
DevOps Engineer,BARCLAYS GLOBAL SERVICE CENTRE PRIVATE LIMITED,"Machine Learning, JavaScript, Cloud Computing, Python",Lucknow,Diploma,"3,456.00",hybrid,11 months
Structural Engineer,TRIDENT LIMITED,"Safety Management, Surveying, Quality Control, Estimation",Lucknow,Diploma,"6,088.00",hybrid,11 months
Marketing Executive,PROCTER & GAMBLE HOME PRODUCTS PRIVATE LIMITED,"Marketing, Brand Management, Retail Management, Supply Chain",Lucknow,PhD,"5,341.00",online,10 months
Mining Engineer,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,"Exploration, Mineral Processing",Jaipur,BCA,"6,410.00",in-person,10 months
Project Engineer,3M INDIA LIMITED,"Construction Management, Structural Design",Chennai,B.Sc,"2,684.00",hybrid,3 months
Safety Officer,FINOLEX INDUSTRIES LIMITED,"Civil Engineering, Safety Management, Estimation, Construction Management",Delhi,M.Sc,"7,048.00",in-person,8 months
Web Developer,FIDELITY BUSINESS SERVICES INDIA PRIVATE LIMITED,"JavaScript, Python, SQL",Mumbai,PhD,"4,016.00",online,7 months
Marketing Executive,PI INDUSTRIES LIMITED,"Consumer Insights, Marketing",Jaipur,M.Sc,"5,150.00",hybrid,2 months
Civil Engineer,HEIDELBERGCEMENT INDIA LIMITED.,"Estimation, Project Management, Quality Control, Safety Management",Ahmedabad,B.Tech,"5,821.00",online,6 months
Structural Engineer,KNR CONSTRUCTIONS LIMITED,"Safety Management, Surveying, Civil Engineering, Project Management",Remote,MBA,"5,901.00",in-person,3 months
IT Support,MPHASIS LIMITED,"DevOps, Python, SQL",Hyderabad,M.Sc,"4,009.00",online,6 months
QA Engineer,BAJAJ HOUSING FINANCE LIMITED,"Java, SQL, Python, Machine Learning",Mumbai,M.Sc,"6,136.00",hybrid,6 months
Web Developer,EDELWEISS ASSET RECONSTRUCTION COMPANY LIMITED,"SQL, DevOps, Java",Delhi,PhD,"6,740.00",hybrid,8 months
Web Developer,SIEMENS LIMITED,"React, SQL",Kolkata,BCA,"9,220.00",in-person,4 months
Civil Engineer,PKC INFRATECH LIMITED,"Estimation, Structural Design, Surveying, Quality Control",Hyderabad,B.Com,"2,666.00",hybrid,2 months
Product Manager,IPCA LABORATORIES LIMITED,"Sales, Supply Chain, Retail Management, Brand Management",Ahmedabad,B.Com,"2,893.00",online,11 months
Supply Chain Analyst,PARLE BISCUITS PRIVATE LIMITED,"Supply Chain, Marketing, Distribution, Brand Management",Pune,B.Tech,"2,245.00",hybrid,8 months
Web Developer,TOYOTA KIRLOSKAR MOTOR PRIVATE LIMITED,"Data Analysis, DevOps",Kolkata,B.Sc,"3,961.00",hybrid,2 months
Software Developer,INFOSYS LIMITED,"Python, Data Analysis, JavaScript, Cybersecurity",Delhi,Diploma,"8,435.00",online,9 months
Site Engineer,DEEPAK NITRITE LIMITED,"Project Management, Civil Engineering, Safety Management",Lucknow,Diploma,"3,800.00",hybrid,3 months
Financial Analyst,MAX LIFE INSURANCE COMPANY LIMITED,"Taxation, Auditing, Investment Banking, Financial Modeling",Chennai,BBA,"4,687.00",online,12 months
Web Developer,EDELWEISS ASSET RECONSTRUCTION COMPANY LIMITED,"SQL, DevOps, Java",Delhi,PhD,"7,804.00",hybrid,3 months
QA Engineer,HYUNDAI MOTOR INDIA LIMITED,"Machine Learning, SQL, JavaScript, DevOps",Chennai,B.Tech,"7,787.00",hybrid,8 months
Cloud Architect,KAJARIA CERAMICS LIMITED,"React, Java, JavaScript, DevOps",Ahmedabad,BBA,"6,983.00",hybrid,3 months
Product Manager,ADANI WILMAR LIMITED,"Supply Chain, Marketing, Distribution, Brand Management",Kolkata,B.Tech,"5,706.00",online,3 months
Reservoir Engineer,INOX AIR PRODUCTS PRIVATE LIMITED,"Safety Compliance, Field Operations",Bangalore,PhD,"2,605.00",in-person,3 months
Distribution Executive,EMCURE PHARMACEUTICALS LIMITED,"Marketing, Product Development",Ahmedabad,BA,"2,278.00",in-person,7 months
Brand Manager,MAHASHIAN DI HATTI PRIVATE LIMITED,"Marketing, Product Development",Kolkata,PhD,"2,836.00",hybrid,8 months
QA Engineer,COGNIZANT TECHNOLOGY SOLUTIONS INDIA PRIVATE LIMITED,"Data Analysis, Python, React",Pune,M.Sc,"1,600.00",hybrid,8 months
Construction Manager,G R INFRAPROJECTS LIMITED,"Estimation, Structural Design, Construction Management, Quality Control",Mumbai,B.Tech,"5,997.00",online,8 months
Machine Learning Engineer,BAGMANE DEVELOPERS PRIVATE LIMITED,"Cloud Computing, Data Analysis, Python",Kolkata,B.Sc,"5,227.00",hybrid,3 months
Procurement Executive,GMR HYDERABAD INTERNATIONAL AIRPORT LIMITED,"Warehouse Operations, Distribution",Mumbai,Diploma,"4,181.00",in-person,11 months
IT Support,WHIRLPOOL OF INDIA LIMITED,"Java, Cloud Computing, Cybersecurity, React",Delhi,BA,"3,815.00",online,11 months
Power Plant Operator,NTPC LIMITED,"Electrical Engineering, Grid Management, Transmission",Lucknow,PhD,"9,085.00",in-person,2 months
Distribution Executive,UNITED BREWERIES LIMITED,"Consumer Insights, Brand Management, Retail Management, Marketing",Remote,M.Sc,"6,520.00",hybrid,12 months
Software Developer,PNB HOUSING FINANCE LIMITED,"SQL, React",Jaipur,BBA,"2,027.00",hybrid,7 months
Supply Chain Analyst,RSPL LIMITED,"Supply Chain, Consumer Insights",Kolkata,B.Tech,"9,065.00",hybrid,11 months
Design Engineer,L G ELECTRONICS INDIA PRIVATE LIMITED,"Manufacturing, R&D, Electronics Design",Kolkata,BBA,"9,791.00",hybrid,2 months
Treasury Analyst,KOTAK MAHINDRA LIFE INSURANCE COMPANY LIMITED,"Wealth Management, Financial Modeling",Mumbai,M.Sc,"7,536.00",hybrid,12 months
Retail Manager,GLENMARK PHARMACEUTICALS LIMITED,"Supply Chain, Retail Management, Brand Management, Distribution",Bangalore,BA,"8,481.00",online,12 months
Web Developer,DELL INTERNATIONAL SERVICES INDIA PRIVATE LIMITED,"Machine Learning, JavaScript, SQL",Pune,BBA,"5,567.00",in-person,6 months
Ore Processing Technician,NMDC LIMITED,"Safety Management, Mineral Processing",Kolkata,Diploma,"5,813.00",online,3 months
Inventory Analyst,THE GREAT EASTERN SHIPPING COMPANY LIMITED,"Transportation, Procurement",Chennai,BBA,"7,210.00",hybrid,5 months
DevOps Engineer,NIPPON LIFE INDIA ASSET MANAGEMENT LIMITED,"SQL, Machine Learning, DevOps, JavaScript",Remote,B.Com,"8,260.00",hybrid,3 months
Loan Officer,DCB BANK LIMITED,"Investment Banking, Accounting, Wealth Management, Financial Modeling",Pune,PhD,"6,920.00",online,5 months
Sales Executive,BHARAT BIOTECH INTERNATIONAL LIMITED,"Sales, Retail Management",Chennai,B.Sc,"6,711.00",online,4 months
QA Engineer,MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED,"DevOps, Machine Learning",Hyderabad,M.Sc,"7,204.00",in-person,4 months
Exploration Geologist,RUNGTA MINES LIMITED,"Surveying, Mining Engineering, Mineral Processing, Geology",Kolkata,B.Tech,"5,849.00",in-person,7 months
Relationship Manager,HDFC BANK LIMITED,"Financial Analysis, Risk Management, Investment Banking",Bangalore,BBA,"3,087.00",online,6 months
DevOps Engineer,INFOSYS BPM LIMITED,"SQL, Cloud Computing, Java, JavaScript",Mumbai,M.Sc,"5,619.00",online,2 months
Product Manager,ALKEM LABORATORIES LIMITED,"Brand Management, Sales",Delhi,B.Com,"2,218.00",hybrid,5 months
Safety Officer,ODISHA MINING CORPORATION LIMITED,"Mineral Processing, Surveying, Exploration, Ore Processing",Hyderabad,B.Tech,"6,770.00",online,11 months
Process Engineer,ADANI TOTAL GAS LIMITED,"Pipeline Maintenance, Drilling Operations",Pune,BCA,"7,017.00",hybrid,8 months
Civil Engineer,SHREE RAMKRISHNA EXPORTS PRIVATE LIMITED,"Project Management, Structural Design, Safety Management",Bangalore,BA,"4,077.00",online,12 months
Distribution Executive,DABUR INDIA LIMITED,"Retail Management, Product Development, Sales",Mumbai,B.Sc,"6,418.00",in-person,3 months
Customer Support Engineer,ATC TELECOM INFRASTRUCTURE PRIVATE LIMITED,"Wireless Communication, Data Transmission, Optical Fiber",Hyderabad,PhD,"9,480.00",online,6 months
Sales Executive,GRANULES INDIA LIMITED,"Supply Chain, Distribution, Brand Management, Product Development",Jaipur,BBA,"9,886.00",in-person,2 months
Electronics Engineer,HP INDIA SALES PRIVATE LIMITED,"Electronics Design, Testing",Delhi,PhD,"4,996.00",hybrid,12 months
Freight Coordinator,ADANI HAZIRA PORT LIMITED,"Warehouse Operations, Supply Chain Management",Jaipur,B.Sc,"5,488.00",in-person,10 months
Consumer Insights Analyst,ALKEM LABORATORIES LIMITED,"Consumer Insights, Distribution, Brand Management, Retail Management",Pune,Diploma,"7,896.00",online,9 months
Ore Processing Technician,THRIVENI EARTHMOVERS PRIVATE LIMITED,"Mining Engineering, Safety Management",Bangalore,B.Com,"6,463.00",in-person,8 months
Mining Engineer,MOIL LIMITED,"Exploration, Mining Engineering",Mumbai,PhD,"7,744.00",online,5 months
IT Support,ENDURANCE TECHNOLOGIES LIMITED,"Java, SQL, Python, JavaScript",Kolkata,MBA,"4,312.00",hybrid,10 months
Exploration Geologist,JINDAL STEEL & POWER LIMITED,"Exploration, Environmental Compliance, Geology, Surveying",Pune,BBA,"4,543.00",online,3 months
Software Developer,MACROTECH DEVELOPERS LIMITED,"Java, Python",Jaipur,BCA,"5,605.00",online,12 months
Electrical Engineer,NTPC TAMIL NADU ENERGY COMPANY LIMITED,"Grid Management, Electrical Engineering",Jaipur,PhD,"5,351.00",in-person,7 months
Consumer Insights Analyst,RELIANCE RETAIL LIMITED,"Brand Management, Sales, Consumer Insights",Remote,B.Sc,"8,780.00",hybrid,11 months
DevOps Engineer,LTIMINDTREE LIMITED,"React, Java",Remote,Diploma,"8,829.00",in-person,8 months
Product Manager,PIRAMAL PHARMA LIMITED,"Sales, Retail Management, Distribution, Product Development",Pune,B.Sc,"8,872.00",in-person,3 months
Web Developer,INTERNATIONAL TRACTORS LIMITED,"DevOps, React, SQL, Data Analysis",Chennai,BA,"9,357.00",in-person,8 months
Site Engineer,DALMIA CEMENT (BHARAT) LIMITED,"Surveying, Construction Management, Estimation",Jaipur,Diploma,"9,713.00",online,7 months
QA Engineer,EICHER MOTORS LIMITED,"Python, JavaScript",Bangalore,BBA,"3,438.00",in-person,8 months
Data Analyst,MICROSOFT INDIA (R&D) PRIVATE LIMITED,"SQL, DevOps",Pune,MBA,"8,270.00",online,2 months
Web Developer,COCHIN SHIPYARD LIMITED,"JavaScript, Java, Cloud Computing",Bangalore,Diploma,"8,756.00",in-person,11 months
Site Engineer,LARSEN AND TOUBRO LIMITED,"Civil Engineering, Surveying, Estimation, Safety Management",Bangalore,B.Com,"2,924.00",in-person,11 months
Project Engineer,GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,"Structural Design, Project Management",Jaipur,BA,"6,360.00",online,3 months
Retail Manager,ITC LIMITED,"Marketing, Sales, Brand Management",Bangalore,MBA,"3,117.00",hybrid,6 months
Retail Manager,EMAMI LIMITED,"Brand Management, Marketing",Bangalore,MBA,"7,600.00",hybrid,5 months
Data Analyst,INFO EDGE (INDIA) LIMITED,"SQL, Machine Learning, Java, DevOps",Lucknow,BBA,"2,894.00",hybrid,7 months
Surveyor,ASHOKA BUILDCON LIMITED,"Safety Management, Surveying",Mumbai,B.Com,"7,537.00",online,5 months
Retail Manager,DIVI S LABORATORIES LIMITED,"Brand Management, Product Development, Supply Chain, Marketing",Pune,BA,"2,038.00",online,9 months
IT Support,EBIXCASH LIMITED,"Data Analysis, DevOps, JavaScript",Pune,PhD,"5,195.00",hybrid,5 months
Power Plant Operator,INDIAN ENERGY EXCHANGE LIMITED,"Electrical Engineering, Renewable Energy",Jaipur,BCA,"7,576.00",hybrid,9 months
Ore Processing Technician,ORISSA METALIKS PRIVATE LIMITED,"Ore Processing, Geology",Hyderabad,B.Com,"9,633.00",hybrid,2 months
Product Manager,UNITED BREWERIES LIMITED,"Brand Management, Supply Chain",Pune,M.Sc,"1,579.00",online,8 months
Process Engineer,OIL AND NATURAL GAS CORPORATION LIMITED,"Field Operations, Safety Compliance, Reservoir Engineering, Petroleum Engineering",Jaipur,PhD,"3,946.00",in-person,3 months
Data Analyst,ACCENTURE SOLUTIONS PRIVATE LIMITED,"Cloud Computing, React",Ahmedabad,M.Sc,"7,825.00",online,3 months
Software Developer,MAZAGON DOCK SHIPBUILDERS LIMITED,"Data Analysis, SQL",Mumbai,BCA,"2,939.00",hybrid,9 months
DevOps Engineer,AMARA RAJA ENERGY & MOBILITY LIMITED,"React, Python, Cybersecurity, Java",Ahmedabad,PhD,"9,452.00",online,9 months
Web Developer,PERSISTENT SYSTEMS LIMITED,"Data Analysis, JavaScript, React",Hyderabad,B.Com,"2,316.00",in-person,2 months
Structural Engineer,K.P.R. MILL LIMITED,"Construction Management, Estimation",Hyderabad,BA,"7,455.00",hybrid,3 months
Thermal Engineer,INDIAN RENEWABLE ENERGY DEVELOPMENT AGENCY LIMITED,"Transmission, Electrical Engineering",Mumbai,Diploma,"1,892.00",hybrid,8 months
IT Support,THE CLEARING CORPORATION OF INDIA LIMITED,"Java, Data Analysis",Delhi,B.Sc,"1,897.00",hybrid,3 months
Structural Engineer,SRF LIMITED,"Construction Management, Structural Design, Civil Engineering",Pune,BA,"6,910.00",hybrid,11 months
Investment Banker,SBI GENERAL INSURANCE COMPANY LIMITED,"Risk Management, Financial Analysis",Pune,MBA,"2,917.00",online,6 months
Design Engineer,THDC INDIA LIMITED,"Power Plant Operations, Thermal Power, Renewable Energy",Delhi,MBA,"7,224.00",online,4 months
Retail Manager,GLENMARK PHARMACEUTICALS LIMITED,"Supply Chain, Retail Management, Brand Management, Distribution",Bangalore,BA,"2,183.00",online,12 months
Data Analyst,NOKIA SOLUTIONS AND NETWORKS INDIA PRIVATE LIMITED,"RF Engineering, Optical Fiber",Hyderabad,MBA,"4,185.00",hybrid,4 months
Product Manager,IPCA LABORATORIES LIMITED,"Sales, Supply Chain, Retail Management, Brand Management",Ahmedabad,B.Com,"7,605.00",hybrid,7 months
IT Support,MUSIGMA BUSINESS SOLUTIONS PRIVATE LIMITED,"SQL, DevOps",Remote,M.Sc,"4,235.00",online,2 months
Distribution Executive,PROCTER & GAMBLE HOME PRODUCTS PRIVATE LIMITED,"Brand Management, Marketing, Product Development, Distribution",Bangalore,MBA,"8,217.00",online,6 months
Exploration Geologist,AIA ENGINEERING LIMITED,"Surveying, Exploration",Hyderabad,BCA,"2,291.00",online,9 months
Software Developer,BALKRISHNA INDUSTRIES LIMITED,"Data Analysis, Python",Hyderabad,BA,"1,781.00",online,11 months
Data Analyst,SAMMAAN CAPITAL LIMITED,"Cybersecurity, Data Analysis",Lucknow,PhD,"5,693.00",in-person,6 months
Web Developer,CITIGROUP GLOBAL MARKETS INDIA PRIVATE LIMITED,"Cybersecurity, DevOps, Machine Learning, Data Analysis",Lucknow,BCA,"7,289.00",in-person,5 months
Project Engineer,GUJARAT STATE FERTILIZERS & CHEMICALS LIMITED,"Structural Design, Project Management",Jaipur,BA,"7,028.00",online,3 months
Treasury Analyst,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,"Investment Banking, Taxation, Accounting, Loan Processing",Delhi,Diploma,"3,639.00",hybrid,4 months
Data Analyst,INFO EDGE (INDIA) LIMITED,"Data Analysis, DevOps, Cybersecurity",Chennai,Diploma,"3,358.00",in-person,6 months
Cloud Architect,M.P. AGROTONICS LIMITED,"Python, React",Delhi,B.Com,"9,942.00",online,4 months
Ore Processing Technician,IREL (INDIA) LIMITED,"Geology, Environmental Compliance, Ore Processing, Mineral Processing",Ahmedabad,MBA,"8,432.00",hybrid,11 months
Structural Engineer,SRF LIMITED,"Construction Management, Structural Design, Civil Engineering",Pune,BA,"6,473.00",in-person,9 months
Treasury Analyst,ICICI LOMBARD GENERAL INSURANCE COMPANY LIMITED,"Financial Analysis, Auditing, Taxation, Wealth Management",Bangalore,BA,"6,628.00",online,12 months
