candidate_skills,candidate_location,candidate_education,internship_title,internship_company,required_skills,internship_location,required_education
"Mining Operations, Equipment Maintenance, Geology, Energy Efficiency, Transmission, Electrical Engineering, Maintenance, Quality Control, Dyeing, Supply Chain",Hyderabad,BA,Distribution Executive,EMCURE PHARMACEUTICALS LIMITED,"Marketing, Product Development",Ahmedabad,BA
"Mining Operations, Equipment Maintenance, Geology, Energy Efficiency, Transmission, Electrical Engineering, Maintenance, Quality Control, Dyeing, Supply Chain",Hyderabad,BA,Software Developer,BA CONTINUUM INDIA PRIVATE LIMITED,"Cybersecurity, SQL",Jaipur,BA
"Mining Operations, Equipment Maintenance, Geology, Energy Efficiency, Transmission, Electrical Engineering, Maintenance, Quality Control, Dyeing, Supply Chain",Hyderabad,BA,Software Developer,TOPCON SOKKIA INDIA PRIVATE LIMITED,"JavaScript, SQL, Python, DevOps",Remote,BBA
"Mining Operations, Equipment Maintenance, Geology, Energy Efficiency, Transmission, Electrical Engineering, Maintenance, Quality Control, Dyeing, Supply Chain",Hyderabad,BA,Supply Chain Analyst,UPL LIMITED,"Brand Management, Distribution",Kolkata,B.Sc
"Mining Operations, Equipment Maintenance, Geology, Energy Efficiency, Transmission, Electrical Engineering, Maintenance, Quality Control, Dyeing, Supply Chain",Hyderabad,BA,IT Support,ASIAN PAINTS LIMITED,"Data Analysis, SQL, Cloud Computing, Machine Learning",Remote,Diploma
"Testing, Marketing, Rubber Technology, Tire Manufacturing, Financial Analysis, Accounting, Risk Management, Loan Processing, Optical Fiber, 5G Technology, Network Engineering",Jaipur,B.Com,Marketing Executive,GODREJ CONSUMER PRODUCTS LIMITED,"Distribution, Product Development, Sales, Marketing",Bangalore,BA
"Testing, Marketing, Rubber Technology, Tire Manufacturing, Financial Analysis, Accounting, Risk Management, Loan Processing, Optical Fiber, 5G Technology, Network Engineering",Jaipur,B.Com,QA Engineer,HYUNDAI MOTOR INDIA LIMITED,"Machine Learning, SQL, JavaScript, DevOps",Chennai,B.Tech
"Testing, Marketing, Rubber Technology, Tire Manufacturing, Financial Analysis, Accounting, Risk Management, Loan Processing, Optical Fiber, 5G Technology, Network Engineering",Jaipur,B.Com,Machine Learning Engineer,KOTAK MAHINDRA PRIME LIMITED,"Cloud Computing, Machine Learning, Java",Ahmedabad,BBA
"Testing, Marketing, Rubber Technology, Tire Manufacturing, Financial Analysis, Accounting, Risk Management, Loan Processing, Optical Fiber, 5G Technology, Network Engineering",Jaipur,B.Com,Quality Inspector,ENGINEERS INDIA LIMITED,"Project Management, Surveying, Construction Management",Ahmedabad,B.Sc
"Testing, Marketing, Rubber Technology, Tire Manufacturing, Financial Analysis, Accounting, Risk Management, Loan Processing, Optical Fiber, 5G Technology, Network Engineering",Jaipur,B.Com,Project Engineer,AMBUJA CEMENTS LIMITED,"Safety Management, Project Management",Chennai,BCA
"Testing, Marketing, Rubber Technology, Tire Manufacturing, Financial Analysis, Accounting, Risk Management, Loan Processing, Optical Fiber, 5G Technology, Network Engineering",Jaipur,B.Com,Safety Officer,ORISSA METALIKS PRIVATE LIMITED,"Environmental Compliance, Surveying",Mumbai,MBA
"Testing, Marketing, Rubber Technology, Tire Manufacturing, Financial Analysis, Accounting, Risk Management, Loan Processing, Optical Fiber, 5G Technology, Network Engineering",Jaipur,B.Com,Site Engineer,BIRLA CARBON INDIA PRIVATE LIMITED,"Surveying, Estimation",Lucknow,BCA
"Testing, Marketing, Rubber Technology, Tire Manufacturing, Financial Analysis, Accounting, Risk Management, Loan Processing, Optical Fiber, 5G Technology, Network Engineering",Jaipur,B.Com,DevOps Engineer,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Java, React, Machine Learning, Cloud Computing",Lucknow,BA
"Testing, Marketing, Rubber Technology, Tire Manufacturing, Financial Analysis, Accounting, Risk Management, Loan Processing, Optical Fiber, 5G Technology, Network Engineering",Jaipur,B.Com,Structural Engineer,GHARDA CHEMICALS LIMITED,"Construction Management, Structural Design",Chennai,BA
"Testing, Marketing, Rubber Technology, Tire Manufacturing, Financial Analysis, Accounting, Risk Management, Loan Processing, Optical Fiber, 5G Technology, Network Engineering",Jaipur,B.Com,Surveyor,COROMANDEL INTERNATIONAL LIMITED,"Civil Engineering, Construction Management, Safety Management, Project Management",Ahmedabad,M.Sc
"Cloud Computing, Cybersecurity, Java, Product Development, Sales, Supply Chain, Distribution, Quality Control, Process Engineering, Manufacturing",Kolkata,BA,Web Developer,BAJAJ FINANCE LIMITED,"DevOps, Machine Learning",Remote,M.Sc
"Cloud Computing, Cybersecurity, Java, Product Development, Sales, Supply Chain, Distribution, Quality Control, Process Engineering, Manufacturing",Kolkata,BA,Sales Executive,AVENUE SUPERMARTS LIMITED,"Distribution, Sales",Jaipur,Diploma
"Cloud Computing, Cybersecurity, Java, Product Development, Sales, Supply Chain, Distribution, Quality Control, Process Engineering, Manufacturing",Kolkata,BA,Construction Manager,SAINT-GOBAIN INDIA PRIVATE LIMITED,"Quality Control, Safety Management",Chennai,MBA
"Cloud Computing, Cybersecurity, Java, Product Development, Sales, Supply Chain, Distribution, Quality Control, Process Engineering, Manufacturing",Kolkata,BA,Treasury Analyst,ICICI PRUDENTIAL LIFE INSURANCE COMPANY LIMITED,"Investment Banking, Taxation, Accounting, Loan Processing",Delhi,Diploma
"Cloud Computing, Cybersecurity, Java, Product Development, Sales, Supply Chain, Distribution, Quality Control, Process Engineering, Manufacturing",Kolkata,BA,Machine Learning Engineer,HDFC ASSET MANAGEMENT COMPANY LIMITED,"Python, React",Jaipur,B.Sc
"Cloud Computing, Cybersecurity, Java, Product Development, Sales, Supply Chain, Distribution, Quality Control, Process Engineering, Manufacturing",Kolkata,BA,Civil Engineer,HEIDELBERGCEMENT INDIA LIMITED.,"Estimation, Project Management, Quality Control, Safety Management",Ahmedabad,B.Tech
"Cloud Computing, Cybersecurity, Java, Product Development, Sales, Supply Chain, Distribution, Quality Control, Process Engineering, Manufacturing",Kolkata,BA,Civil Engineer,NCC LIMITED,"Civil Engineering, Safety Management",Kolkata,BBA
"Cloud Computing, Cybersecurity, Java, Product Development, Sales, Supply Chain, Distribution, Quality Control, Process Engineering, Manufacturing",Kolkata,BA,Structural Engineer,KNR CONSTRUCTIONS LIMITED,"Safety Management, Surveying, Civil Engineering, Project Management",Remote,MBA
"Cloud Computing, Cybersecurity, Java, Product Development, Sales, Supply Chain, Distribution, Quality Control, Process Engineering, Manufacturing",Kolkata,BA,Civil Engineer,JCB INDIA LIMITED,"Project Management, Construction Management, Structural Design",Remote,B.Com
"Cloud Computing, Cybersecurity, Java, Product Development, Sales, Supply Chain, Distribution, Quality Control, Process Engineering, Manufacturing",Kolkata,BA,Construction Manager,RASHMI CEMENT LIMITED,"Civil Engineering, Project Management, Safety Management",Pune,B.Com
"Wealth Management, Financial Analysis, Loan Processing, Sales, Actuarial Science, Customer Service, Underwriting, Network Engineering, 5G Technology, Data Transmission",Mumbai,B.Tech,Geologist,NAYARA ENERGY LIMITED,"Geology, Reservoir Engineering, Refining, Petroleum Engineering",Hyderabad,Diploma
"Wealth Management, Financial Analysis, Loan Processing, Sales, Actuarial Science, Customer Service, Underwriting, Network Engineering, 5G Technology, Data Transmission",Mumbai,B.Tech,Safety Officer,PKC INFRATECH LIMITED,"Construction Management, Project Management",Bangalore,PhD
"Wealth Management, Financial Analysis, Loan Processing, Sales, Actuarial Science, Customer Service, Underwriting, Network Engineering, 5G Technology, Data Transmission",Mumbai,B.Tech,Risk Analyst,TAMILNAD MERCANTILE BANK LIMITED,"Financial Modeling, Taxation",Pune,MBA
"Wealth Management, Financial Analysis, Loan Processing, Sales, Actuarial Science, Customer Service, Underwriting, Network Engineering, 5G Technology, Data Transmission",Mumbai,B.Tech,Project Engineer,THDC INDIA LIMITED,"Electrical Engineering, Renewable Energy, Power Plant Operations",Chennai,B.Com
"Wealth Management, Financial Analysis, Loan Processing, Sales, Actuarial Science, Customer Service, Underwriting, Network Engineering, 5G Technology, Data Transmission",Mumbai,B.Tech,QA Engineer,MAHINDRA AND MAHINDRA FINANCIAL SERVICES LIMITED,"DevOps, Machine Learning",Hyderabad,M.Sc
"Wealth Management, Financial Analysis, Loan Processing, Sales, Actuarial Science, Customer Service, Underwriting, Network Engineering, 5G Technology, Data Transmission",Mumbai,B.Tech,Field Engineer,GUJARAT STATE PETRONET LIMITED,"Reservoir Engineering, Drilling Operations, Field Operations",Kolkata,Diploma
"Wealth Management, Financial Analysis, Loan Processing, Sales, Actuarial Science, Customer Service, Underwriting, Network Engineering, 5G Technology, Data Transmission",Mumbai,B.Tech,Software Developer,TATA CAPITAL FINANCIAL SERVICES LIMITED,"SQL, Data Analysis, DevOps",Lucknow,BCA
"Wealth Management, Financial Analysis, Loan Processing, Sales, Actuarial Science, Customer Service, Underwriting, Network Engineering, 5G Technology, Data Transmission",Mumbai,B.Tech,DevOps Engineer,SKF INDIA LIMITED,"DevOps, SQL",Lucknow,B.Com
"Wealth Management, Financial Analysis, Loan Processing, Sales, Actuarial Science, Customer Service, Underwriting, Network Engineering, 5G Technology, Data Transmission",Mumbai,B.Tech,IT Support,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Cloud Computing, Python, Cybersecurity",Lucknow,B.Com
"Wealth Management, Financial Analysis, Loan Processing, Sales, Actuarial Science, Customer Service, Underwriting, Network Engineering, 5G Technology, Data Transmission",Mumbai,B.Tech,IT Support,EIT SERVICES INDIA PRIVATE LIMITED,"Cybersecurity, SQL, React, Data Analysis",Jaipur,BBA
"Maintenance, Welding, Project Management, Marketing, Retail Management",Lucknow,B.Sc,Credit Analyst,CITY UNION BANK LIMITED,"Financial Analysis, Financial Modeling, Investment Banking, Wealth Management",Jaipur,M.Sc
"Maintenance, Welding, Project Management, Marketing, Retail Management",Lucknow,B.Sc,Product Manager,ZYDUS LIFESCIENCES LIMITED,"Sales, Marketing",Pune,B.Sc
"Maintenance, Welding, Project Management, Marketing, Retail Management",Lucknow,B.Sc,Thermal Engineer,TANJORE POWER LIMITED,"Maintenance, Thermal Power, Renewable Energy",Remote,MBA
"Maintenance, Welding, Project Management, Marketing, Retail Management",Lucknow,B.Sc,IT Support,SAMMAAN CAPITAL LIMITED,"React, JavaScript",Delhi,BCA
"Maintenance, Welding, Project Management, Marketing, Retail Management",Lucknow,B.Sc,Drilling Engineer,MANGALORE REFINERY AND PETROCHEMICALS LIMITED,"Safety Compliance, Petroleum Engineering, Drilling Operations, Geology",Jaipur,BCA
"Maintenance, Welding, Project Management, Marketing, Retail Management",Lucknow,B.Sc,Software Developer,FRANKLIN TEMPLETON ASSET MANAGEMENT (INDIA) PRIVATE LIMITED,"React, Java, Machine Learning, Data Analysis",Ahmedabad,M.Sc
"Maintenance, Welding, Project Management, Marketing, Retail Management",Lucknow,B.Sc,Data Analyst,YARDI SOFTWARE INDIA PRIVATE LIMITED,"Java, React, DevOps, Cloud Computing",Mumbai,B.Com
"Maintenance, Welding, Project Management, Marketing, Retail Management",Lucknow,B.Sc,IT Support,MALABAR GOLD LIMITED,"Machine Learning, Data Analysis",Jaipur,PhD
"Maintenance, Welding, Project Management, Marketing, Retail Management",Lucknow,B.Sc,Credit Analyst,HDFC ERGO GENERAL INSURANCE COMPANY LIMITED,"Risk Management, Financial Analysis, Accounting, Investment Banking",Hyderabad,BBA
"Maintenance, Welding, Project Management, Marketing, Retail Management",Lucknow,B.Sc,Site Engineer,APCO INFRATECH PRIVATE LIMITED,"Civil Engineering, Quality Control, Safety Management, Surveying",Lucknow,BBA
"Quality Control, Regulatory Compliance, Field Trials",Pune,BA,Safety Officer,ARCELORMITTAL NIPPON STEEL INDIA LIMITED,"Mining Engineering, Safety Management, Environmental Compliance, Geology",Mumbai,BBA
"Quality Control, Regulatory Compliance, Field Trials",Pune,BA,Safety Officer,WESTERN COALFIELDS LIMITED,"Surveying, Ore Processing",Chennai,M.Sc
"Quality Control, Regulatory Compliance, Field Trials",Pune,BA,Financial Analyst,MAX LIFE INSURANCE COMPANY LIMITED,"Taxation, Auditing, Investment Banking, Financial Modeling",Chennai,BBA
"Quality Control, Regulatory Compliance, Field Trials",Pune,BA,Geologist,HINDUSTAN ZINC LIMITED,"Geology, Exploration, Safety Management, Surveying",Delhi,B.Tech
"Quality Control, Regulatory Compliance, Field Trials",Pune,BA,Network Engineer,BHARTI TELEMEDIA LIMITED,"Wireless Communication, IoT, RF Engineering, Network Engineering",Chennai,B.Tech
"Quality Control, Regulatory Compliance, Field Trials",Pune,BA,Software Developer,INFOSYS LIMITED,"Python, Data Analysis, JavaScript, Cybersecurity",Delhi,Diploma
"Quality Control, Regulatory Compliance, Field Trials",Pune,BA,IT Support,STANDARD CHARTERED GLOBAL BUSINESS SERVICES PRIVATE LIMITED,"Cloud Computing, Python, Cybersecurity",Lucknow,B.Com
"Quality Control, Regulatory Compliance, Field Trials",Pune,BA,Environmental Officer,TATA STEEL LIMITED,"Geology, Ore Processing",Pune,BBA
"Quality Control, Regulatory Compliance, Field Trials",Pune,BA,Software Developer,MAZAGON DOCK SHIPBUILDERS LIMITED,"Data Analysis, SQL",Mumbai,BCA
"Quality Control, Regulatory Compliance, Field Trials",Pune,BA,Cloud Architect,ADOBE SYSTEMS INDIA PRIVATE LIMITED,"Python, React, SQL, Machine Learning",Chennai,BCA
"RF Engineering, Network Engineering",Lucknow,BBA,Marketing Executive,PIRAMAL ENTERPRISES LIMITED,"Brand Management, Supply Chain, Consumer Insights, Product Development",Bangalore,BBA
"RF Engineering, Network Engineering",Lucknow,BBA,Loan Officer,AXIS BANK LIMITED,"Taxation, Risk Management, Investment Banking, Wealth Management",Remote,PhD
"RF Engineering, Network Engineering",Lucknow,BBA,IT Support,TECH MAHINDRA LIMITED,"SQL, Machine Learning, Python",Jaipur,B.Com
"RF Engineering, Network Engineering",Lucknow,BBA,Project Engineer,RUNGTA SONS PVT LTD,"Project Management, Safety Management, Quality Control, Civil Engineering",Jaipur,BA
"RF Engineering, Network Engineering",Lucknow,BBA,Product Manager,ABBOTT INDIA LIMITED,"Product Development, Distribution, Retail Management, Marketing",Chennai,PhD
"RF Engineering, Network Engineering",Lucknow,BBA,Risk Analyst,AXIS BANK LIMITED,"Financial Analysis, Investment Banking, Taxation",Delhi,B.Com
"RF Engineering, Network Engineering",Lucknow,BBA,IT Support,MUSIGMA BUSINESS SOLUTIONS PRIVATE LIMITED,"SQL, DevOps",Remote,M.Sc
"RF Engineering, Network Engineering",Lucknow,BBA,Consumer Insights Analyst,PROCTER & GAMBLE HYGIENE AND HEALTH CARE LIMITED,"Marketing, Consumer Insights, Supply Chain",Pune,Diploma
"RF Engineering, Network Engineering",Lucknow,BBA,IT Support,KIRAN GEMS PRIVATE LIMITED,"DevOps, Data Analysis, Cloud Computing, Java",Jaipur,BA
"RF Engineering, Network Engineering",Lucknow,BBA,Marketing Executive,SUN PHARMACEUTICAL INDUSTRIES LIMITED,"Brand Management, Supply Chain, Marketing, Product Development",Jaipur,BA
"Manufacturing, Mechanical Design, Content Creation, Broadcasting, Event Management, Social Media",Lucknow,BA,Distribution Executive,MONDELEZ INDIA FOODS PRIVATE LIMITED,"Consumer Insights, Sales, Marketing, Distribution",Delhi,M.Sc
"Manufacturing, Mechanical Design, Content Creation, Broadcasting, Event Management, Social Media",Lucknow,BA,Sales Executive,GRANULES INDIA LIMITED,"Supply Chain, Distribution, Brand Management, Product Development",Jaipur,BBA
"Manufacturing, Mechanical Design, Content Creation, Broadcasting, Event Management, Social Media",Lucknow,BA,Ore Processing Technician,THRIVENI EARTHMOVERS PRIVATE LIMITED,"Mining Engineering, Safety Management",Bangalore,B.Com
"Manufacturing, Mechanical Design, Content Creation, Broadcasting, Event Management, Social Media",Lucknow,BA,Web Developer,ATRIA CONVERGENCE TECHNOLOGIES LIMITED,"Cybersecurity, SQL",Delhi,B.Sc
"Manufacturing, Mechanical Design, Content Creation, Broadcasting, Event Management, Social Media",Lucknow,BA,DevOps Engineer,RELIANCE INDUSTRIES LIMITED,"Cloud Computing, Python, React, Machine Learning",Jaipur,B.Com
"Manufacturing, Mechanical Design, Content Creation, Broadcasting, Event Management, Social Media",Lucknow,BA,Reservoir Engineer,HPCL-MITTAL ENERGY LIMITED,"Geology, Pipeline Maintenance, Reservoir Engineering",Chennai,MBA
"Manufacturing, Mechanical Design, Content Creation, Broadcasting, Event Management, Social Media",Lucknow,BA,QA Engineer,WIPRO ENTERPRISES PRIVATE LIMITED,"Machine Learning, Data Analysis",Remote,B.Sc
"Manufacturing, Mechanical Design, Content Creation, Broadcasting, Event Management, Social Media",Lucknow,BA,Electronics Engineer,HP INDIA SALES PRIVATE LIMITED,"Manufacturing, Embedded Systems, R&D",Hyderabad,PhD
"Manufacturing, Mechanical Design, Content Creation, Broadcasting, Event Management, Social Media",Lucknow,BA,Project Engineer,TATA POWER DELHI DISTRIBUTION LIMITED,"Grid Management, Maintenance, Energy Efficiency",Ahmedabad,MBA
"Manufacturing, Mechanical Design, Content Creation, Broadcasting, Event Management, Social Media",Lucknow,BA,Mineral Processing Engineer,KIOCL LIMITED,"Ore Processing, Environmental Compliance, Exploration, Surveying",Chennai,B.Sc
"Construction Management, Estimation, Structural Design, Civil Engineering",Lucknow,B.Tech,Product Manager,ADANI WILMAR LIMITED,"Supply Chain, Marketing, Distribution, Brand Management",Kolkata,B.Tech
